Index,Mkt.RF,SMB,HML,RMW,CMA,RF,RFJ,JPY.r,Mkt.RFJ,SMBJ,HMLJ,RMWJ,CMAJ
31/7/1990,0.001,0.0627,0.0363,0.006,0.0024,0.0068,0.006079227,0.036886633,-0.03413112,0.060469484,0.035008649,0.005786554,0.002314621
31/8/1990,-0.1188,-0.0497,0.0033,0.0171,-0.0096,0.0066,0.006565952,0.022845275,-0.138594987,-0.048589949,0.003226294,0.016718071,-0.009385584
30/9/1990,-0.1738,0.0064,0.0014,-0.0112,-0.0011,0.006,0.006863241,0.04424203,-0.209921559,0.006128847,0.001340685,-0.010725483,-0.001053396
31/10/1990,0.249,0.0071,-0.0455,-0.0012,0.0475,0.0068,0.006139236,0.069258715,0.168319276,0.006640114,-0.042552845,-0.001122273,0.044423299
30/11/1990,-0.1412,-0.052,-0.002,0.0386,-0.0218,0.0057,0.006131445,-0.032385939,-0.112696723,-0.053740434,-0.00206694,0.039891938,-0.022529644
31/12/1990,0.0193,-0.0611,-0.0361,0.0123,0.0187,0.006,0.005765295,-0.002982849,0.022602169,-0.061282797,-0.036208003,0.012336799,0.018755946
31/1/1991,0.0119,-0.0773,0.0024,0.0218,0.0068,0.0052,0.005724608,0.022259491,-0.010771752,-0.075616808,0.00234774,0.021325309,0.006651931
28/2/1991,0.1229,0.1132,0.008,-0.0569,0.0074,0.0048,0.005542076,-0.006588413,0.129636953,0.113950755,0.008053057,-0.057277367,0.007449078
31/3/1991,-0.0421,0.038,0.004,0.0167,-0.0126,0.0044,0.005668242,-0.063342318,0.021708161,0.040569784,0.004270504,0.017829353,-0.013452086
30/4/1991,0.0218,0.0141,0.015,0.0065,-0.0048,0.0053,0.005820037,0.026055313,-0.004801879,0.013741949,0.014619095,0.006334941,-0.00467811
31/5/1991,-0.0203,-0.0074,0.004,0.0075,-0.0012,0.0047,0.005690949,-0.003264418,-0.018066932,-0.007424236,0.0040131,0.007524563,-0.00120393
30/6/1991,-0.0709,0.0158,0.0357,0.0136,0.0029,0.0042,0.005872403,-0.0007249,-0.071895363,0.015811462,0.035725898,0.013609866,0.002902104
31/7/1991,0.0139,-0.0325,0.01,0.0087,0.003,0.0049,0.005531881,0,0.013268119,-0.0325,0.01,0.0087,0.003
31/8/1991,-0.0724,-0.0512,-0.0084,-0.0004,0.0007,0.0046,0.005157018,0.00583303,-0.078363035,-0.050903081,-0.008351287,-0.00039768,0.000695941
30/9/1991,0.0866,0.0179,0.0008,-0.0251,0.0145,0.0046,0.004634206,0.031746032,0.05299041,0.017349231,0.000775385,-0.024327692,0.014053846
31/10/1991,0.0406,0.0215,-0.0342,-0.0229,0.0006,0.0042,0.004470905,0.016595289,0.023273381,0.021149026,-0.033641706,-0.022526172,0.000590205
30/11/1991,-0.0852,-0.0256,-0.0035,0.0011,0.004,0.0039,0.004454242,0.005691432,-0.09095337,-0.025455124,-0.003480193,0.001093775,0.003977363
31/12/1991,0.025,0.0098,-0.0009,-0.0021,0.0138,0.0038,0.004098824,0.038498403,-0.013437695,0.009436702,-0.000866636,-0.00202215,0.013288417
31/1/1992,-0.0567,-0.0093,0.0191,0.0084,0.0107,0.0034,0.003705219,-0.004690357,-0.052543933,-0.009343826,0.019190008,0.008439585,0.010750423
29/2/1992,-0.0722,0.0301,-0.007,0.0107,0.0251,0.0028,0.003837142,-0.026920399,-0.047491947,0.030932721,-0.007193656,0.010996017,0.025794395
31/3/1992,-0.1145,-0.0111,0.0231,0.0113,-0.0063,0.0034,0.003755612,-0.028629396,-0.088656888,-0.011427152,0.023780831,0.011633047,-0.006485681
30/4/1992,-0.077,-0.0344,0.0545,0.0467,0.0095,0.0032,0.00357631,-0.003892216,-0.073757253,-0.034534415,0.054712955,0.046882477,0.009537121
31/5/1992,0.0873,0.0538,-0.0241,-0.0136,-0.0019,0.0028,0.003758011,0.033655706,0.050848464,0.052048278,-0.023315307,-0.013157186,-0.001838136
30/6/1992,-0.0905,0.0013,0.0249,0.0235,0.0112,0.0032,0.00350016,0.029880478,-0.117280817,0.001262282,0.024177563,0.022818182,0.010875048
31/7/1992,-0.0327,-0.0571,-0.0112,-0.0302,0.0436,0.0031,0.002974196,-0.017227878,-0.0155632,-0.058100956,-0.011396335,-0.030729402,0.044364303
31/8/1992,0.1637,-0.0518,-0.0659,-0.0442,0.001,0.0026,0.002953223,0.039056143,0.119507779,-0.049852937,-0.063422944,-0.042538606,0.000962412
30/9/1992,-0.0286,0.0346,-0.0014,-0.0212,0.0117,0.0026,0.002887854,0.031040268,-0.058210881,0.03355834,-0.001357852,-0.020561758,0.011347762
31/10/1992,-0.0539,-0.0147,0.0118,0.0113,-0.0043,0.0023,0.002741613,-0.032074706,-0.022913928,-0.015187122,0.012191023,0.011674455,-0.004442492
30/11/1992,0.0185,-0.0322,-0.014,0.0005,0.0083,0.0023,0.002811935,-0.012192187,0.030587464,-0.032597434,-0.014172797,0.000506171,0.008402444
31/12/1992,-0.0103,0.0225,0.0233,0.0216,-0.0023,0.0028,0.002792541,0.000160449,-0.010451761,0.02249639,0.023296262,0.021596535,-0.002299631
31/1/1993,-0.0087,-0.0178,0.0028,-0.0013,0.0051,0.0023,0.002611333,-0.000160424,-0.008851911,-0.017802856,0.002800449,-0.001300209,0.005100818
28/2/1993,0.0435,0.0193,-0.0016,-0.0003,-0.0034,0.0022,0.002381069,0.056973294,-0.013046706,0.018259686,-0.001513756,-0.000283829,-0.003216732
31/3/1993,0.1584,0.0024,0.037,0.0155,-0.0099,0.0025,0.00265505,0.014187446,0.142005145,0.002366426,0.036482408,0.015283171,-0.009761509
30/4/1993,0.1668,0.0121,0.0381,-0.0151,0.0083,0.0024,0.002531942,0.046333783,0.11489351,0.011564187,0.036412855,-0.014431341,0.007932459
31/5/1993,0.0496,0.1223,-0.0183,-0.0338,0.0167,0.0022,0.002594327,0.031841812,0.016747967,0.11852592,-0.017735277,-0.032756959,0.016184651
30/6/1993,-0.0419,-0.0276,-0.0267,-0.0203,0.0151,0.0025,0.002406232,0.009086651,-0.050456269,-0.027351467,-0.026459571,-0.020117202,0.014964027
31/7/1993,0.0671,-0.0469,0.0036,0.0007,0.0031,0.0024,0.002251899,0.003761166,0.063240607,-0.046724262,0.003586511,0.000697377,0.003088384
31/8/1993,0.0215,-0.0048,0.0032,-0.004,-0.0091,0.0025,0.002142896,0.021810146,2.16327E-07,-0.004697546,0.003131697,-0.003914622,-0.008905764
30/9/1993,-0.052,0.0101,-0.0065,0.0358,-0.0352,0.0026,0.001889408,-0.008761905,-0.042886718,0.010189277,-0.006557456,0.036116449,-0.035511145
31/10/1993,-0.0256,-0.0744,0.0019,0.0089,0.0121,0.0022,0.001624572,-0.028407514,0.003529352,-0.076575314,0.001955552,0.009160219,0.012453781
30/11/1993,-0.1622,-0.0152,-0.0037,0.0464,-0.049,0.0025,0.001343363,-0.009713186,-0.152801316,-0.015349089,-0.003736291,0.046855112,-0.049480614
31/12/1993,0.02,-0.0063,0.0281,-0.0218,0.0239,0.0023,0.00119462,-0.023008057,0.045180438,-0.006448364,0.028761752,-0.022313388,0.024462842
31/1/1994,0.1687,0.0107,0.0359,-0.043,0.0325,0.0025,0.001720296,0.015639207,0.151445111,0.010535237,0.035347198,-0.042337869,0.031999552
28/2/1994,0.0388,0.0114,0.0246,0.0001,0.0022,0.0021,0.001860836,0.053650125,-0.013961746,0.010819531,0.023347409,9.49082E-05,0.00208798
31/3/1994,-0.0223,0.0557,0.0201,-0.0244,0.0051,0.0027,0.001869817,0.009673051,-0.030862421,0.055166373,0.019907434,-0.024166239,0.00505114
30/4/1994,0.0329,0.0213,0,-0.0149,0.0184,0.0027,0.001878797,0.007798791,0.025707274,0.021135171,0,-0.014784697,0.018257613
31/5/1994,0.0123,-0.0181,0.0278,-0.0282,0.0266,0.0032,0.001808568,-0.01799732,0.032302663,-0.018431722,0.028309495,-0.028716826,0.027087502
30/6/1994,0.0602,0.047,0.0385,-0.0111,0.0072,0.0031,0.001833072,0.056966508,0.004159068,0.044466877,0.036424995,-0.010501752,0.006811947
31/7/1994,-0.0411,0.0093,-0.0059,0.0134,-0.0129,0.0028,0.001891857,-0.009024366,-0.031434091,0.009384691,-0.005953729,0.013522028,-0.013017474
31/8/1994,-0.0029,-0.0221,0.006,0.0094,-0.0036,0.0037,0.00218033,0.001808137,-0.003186647,-0.022060112,0.005989171,0.009383034,-0.003593502
30/9/1994,-0.0322,-0.0147,0.0059,0.0145,-0.0004,0.0037,0.002041911,0.011070485,-0.041179129,-0.014539046,0.005835399,0.014341236,-0.00039562
31/10/1994,0.022,-0.0063,0.0095,-0.0275,0.0273,0.0038,0.002222627,0.009949738,0.013471482,-0.006237934,0.009406409,-0.027229078,0.027031048
30/11/1994,-0.0655,-0.0195,-0.0009,0.0073,-0.003,0.0037,0.002086717,-0.014057443,-0.050509981,-0.019778029,-0.000912832,0.007404082,-0.003042774
31/12/1994,0.0161,0.004,-0.0041,-0.0188,0.0187,0.0044,0.001957944,-0.008821171,0.027624176,0.004035599,-0.004136489,-0.018967314,0.018866424
31/1/1995,-0.0685,0.0184,-0.0221,0.0252,-0.0262,0.0042,0.001934289,0.012072639,-0.077395907,0.018180513,-0.021836377,0.024899399,-0.02588747
28/2/1995,-0.0561,-0.0098,0.0008,-0.0009,0.004,0.004,0.001839606,0.01566203,-0.06855671,-0.009648879,0.000787664,-0.000886122,0.003938318
31/3/1995,0.086,-0.0317,0.0123,0.0205,-0.0037,0.0046,0.001345006,0.085145636,0.003681383,-0.029212669,0.011334884,0.018891473,-0.003409681
30/4/1995,0.0367,-0.0251,-0.0183,-0.0303,0.0125,0.0045,0.001119745,0.068965517,-0.027093938,-0.023480645,-0.017119355,-0.028345161,0.011693548
31/5/1995,-0.0679,-0.0258,-0.0067,0.0179,-0.0061,0.0054,0.000738658,0.005830729,-0.068673279,-0.025650439,-0.006661161,0.017796235,-0.006064639
30/6/1995,-0.046,-0.0137,0.0193,0.0442,-0.022,0.0047,0.000642723,-0.015912452,-0.026440782,-0.013921526,0.019612076,0.044914703,-0.022355735
31/7/1995,0.059,-0.0049,-0.0244,-0.0575,0.0354,0.0045,0.000480395,-0.043672569,0.111586419,-0.005123768,-0.025514274,-0.06012585,0.03701661
31/8/1995,-0.0308,0.0297,-0.0053,0.0012,0.0097,0.0047,0.000493657,-0.10879758,0.092299605,0.033325762,-0.005947022,0.001346495,0.010884172
30/9/1995,-0.016,-0.0205,-0.0194,0.0249,-0.0114,0.0043,0.000198117,-0.003015833,-0.008908553,-0.020562012,-0.019458684,0.024975321,-0.011434484
31/10/1995,-0.0432,0.0161,-0.0066,-0.0015,-0.0031,0.0047,0.000175664,-0.022022317,-0.017024394,0.016462543,-0.00674862,-0.001533777,-0.003169806
30/11/1995,0.0409,0.0045,0.0045,-0.0602,0.0423,0.0042,0.00010161,0.001082624,0.043868164,0.004495133,0.004495133,-0.060134897,0.042254255
31/12/1995,0.0435,0.0196,0.0257,-0.0288,0.0105,0.0049,0.000247164,-0.011864819,0.060741272,0.019835343,0.026008587,-0.02914581,0.010626076
31/1/1996,-0.0167,0.0335,0.0204,-0.0002,0.0059,0.0043,0.000371739,-0.043265876,0.031889968,0.035014953,0.021322538,-0.000209044,0.006166813
29/2/1996,-0.0184,-0.0027,-0.003,0.0169,-0.0182,0.0039,0.000593062,0.024596025,-0.038750563,-0.002635185,-0.002927983,0.016494306,-0.017763098
31/3/1996,0.026,-0.01,-0.0096,-0.0282,0.017,0.0039,0.000436451,-0.012613545,0.042620192,-0.010127747,-0.009722637,-0.028560246,0.01721717
30/4/1996,0.0638,0.0507,0.0125,-0.0005,0.0047,0.0046,0.000655962,0.011617388,0.05547456,0.050117763,0.01235645,-0.000494258,0.004646025
31/5/1996,-0.0491,0.0112,0.0063,0.0071,-0.0023,0.0042,0.000401612,-0.024975628,-0.020836354,0.011486892,0.006461377,0.007281869,-0.002358915
30/6/1996,-0.0003,-0.0131,0.0119,0.0188,-0.0075,0.004,0.000468789,-0.014728079,0.018234757,-0.013295822,0.012077884,0.019081027,-0.007612112
31/7/1996,-0.0517,-0.0106,0.0103,0.0386,-0.025,0.0045,0.000657616,0.01241028,-0.059537184,-0.010470064,0.010173741,0.038126835,-0.024693546
31/8/1996,-0.0472,0.006,-0.0044,-0.01,0.0014,0.0041,0.000226385,-0.004104409,-0.039382689,0.006024728,-0.004418134,-0.010041213,0.00140577
30/9/1996,0.0244,-0.0468,0.0043,-0.0033,0.0088,0.0044,0.000346007,-0.022670933,0.052318888,-0.047885612,0.004399746,-0.00337655,0.009004132
31/10/1996,-0.0728,0.0058,0.0045,0.007,-0.0014,0.0042,0.000233034,-0.025261401,-0.0446948,0.005950313,0.004616622,0.007181413,-0.001436283
30/11/1996,0.0022,-0.0478,0.0137,0.0149,-0.0145,0.0041,0.000238853,-0.000439136,0.006503244,-0.047821,0.013706019,0.014906546,-0.01450637
31/12/1996,-0.0752,-0.0428,0.0202,0.0549,-0.045,0.0046,0.000254643,-0.016030765,-0.055712916,-0.043497295,0.020529097,0.055794427,-0.045733137
31/1/1997,-0.1118,0.0099,0.0109,0.0516,-0.0314,0.0045,0.000243839,-0.052564785,-0.058015827,0.010449263,0.011504744,0.054462827,-0.033142108
28/2/1997,0.0146,-0.0279,-0.005,-0.0206,0.0102,0.0039,0.000275416,0.011176885,0.006966755,-0.027591612,-0.004944733,-0.020372301,0.010087256
31/3/1997,-0.041,-0.0399,0.0167,0.0225,-0.0117,0.0043,0.000420692,-0.026359276,-0.011041369,-0.040980209,0.017152117,0.02310914,-0.012016753
30/4/1997,0.0149,-0.0517,-0.0018,0.0122,-0.0143,0.0043,0.00057319,-0.022611779,0.0422059,-0.052896074,-0.001841643,0.012482246,-0.014630829
31/5/1997,0.1305,0.0373,-0.0438,-0.0143,0.0051,0.0049,0.000627,0.089999571,0.041024787,0.034220197,-0.040183502,-0.013119271,0.004678901
30/6/1997,0.0544,-0.0328,-0.0067,-0.0196,0.0186,0.0037,0.000526804,0.016676125,0.040217612,-0.032261995,-0.006590103,-0.019278509,0.018294912
31/7/1997,-0.0444,-0.0749,-0.0226,0.0528,-0.0624,0.0043,0.000385847,-0.029939866,-0.010859562,-0.077211708,-0.023297525,0.054429615,-0.064325909
31/8/1997,-0.0983,-0.0132,0.0027,-0.0156,0.0337,0.0041,0.000350158,-0.007523221,-0.087683969,-0.013300059,0.002720467,-0.015718252,0.033955454
30/9/1997,-0.0296,-0.1153,-0.0197,0.0337,-0.0577,0.0044,0.000395804,-0.017751724,-0.00797869,-0.117383764,-0.020056029,0.034309045,-0.058742786
31/10/1997,-0.0807,0.0814,-0.0086,0.0375,0.0214,0.0042,0.000369249,0.008535265,-0.084684858,0.080711109,-0.008527218,0.037182636,0.021218891
30/11/1997,-0.0835,-0.0974,-0.032,0.0314,-0.0554,0.0039,0.000297014,-0.053589723,-0.027780102,-0.102915197,-0.033811974,0.033178,-0.058536981
31/12/1997,-0.0812,-0.0655,-0.0179,0.0332,-0.0518,0.0048,0.000467131,-0.021439038,-0.056632219,-0.066935022,-0.018292166,0.03392737,-0.052934873
31/1/1998,0.1055,0.131,0.0195,-0.0626,0.0681,0.0043,0.000535089,0.026235606,0.08089299,0.127650999,0.019001485,-0.060999638,0.066359031
28/2/1998,0.0082,0.0443,0.0101,-0.0327,0.0488,0.0039,0.000450549,-0.006369677,0.018137529,0.044583986,0.010164746,-0.032909624,0.049112833
31/3/1998,-0.0692,-0.0234,0.0122,0.0349,-0.0131,0.0039,0.000446402,-0.034360999,-0.032486327,-0.024232658,0.012634121,0.036141871,-0.013566146
30/4/1998,-0.0229,-0.0264,-0.0183,0.0311,-0.029,0.0043,0.000364269,-0.003820114,-0.015200832,-0.026501238,-0.018370176,0.031219261,-0.029111208
31/5/1998,-0.049,0.0047,0.0057,0.0122,0.0012,0.004,0.000320269,-0.048511894,0.00337068,0.004939631,0.005990616,0.012822021,0.001261182
30/6/1998,0.0031,0.0019,0.0034,-0.0055,-0.0016,0.0041,0.000384187,-0.021067465,0.028491618,0.00194089,0.003473171,-0.005618365,-0.001634433
31/7/1998,-0.0163,0.005,-0.0165,0.0331,-0.0237,0.004,0.000361779,-0.011388966,-0.001283308,0.005057601,-0.016690083,0.033481318,-0.023973028
31/8/1998,-0.0926,0.0123,-0.0158,0.0383,-0.0077,0.0043,0.000308642,0.015239914,-0.102294303,0.012115363,-0.015562824,0.037725073,-0.007584414
30/9/1998,-0.0391,-0.0233,-0.024,0.0169,-0.01,0.0046,0.000222228,0.053021559,-0.083336916,-0.022126802,-0.022791556,0.016049054,-0.009496482
31/10/1998,0.1612,-0.0468,0.0165,-0.0809,0.0528,0.0032,0.000181485,0.149355929,0.012907646,-0.040718457,0.014355866,-0.070387247,0.045938772
30/11/1998,0.0363,0.0216,0.0209,-0.0095,-0.0275,0.0031,0.000166514,-0.053392749,0.097860147,0.022818334,0.022078851,-0.010035841,-0.029051119
31/12/1998,0.0278,-0.0018,-0.0198,0.0494,-0.0322,0.0038,0.00047708,0.066813605,-0.033485287,-0.001687268,-0.018559943,0.046306121,-0.030183342
31/1/1999,0.0079,-0.0083,-0.0042,-0.0149,0.0004,0.0035,0.000411567,-0.005757745,0.01684554,-0.008348066,-0.004224323,-0.014986287,0.000402316
28/2/1999,-0.026,0.029,-0.0457,0.0237,-0.0242,0.0035,0.000239684,-0.028226648,0.005653304,0.02984235,-0.047027427,0.024388403,-0.024902926
31/3/1999,0.1361,0.0022,0.016,-0.0015,-0.0234,0.0043,0.000175664,-0.006059348,0.147176543,0.002213412,0.016097541,-0.001509144,-0.023542653
30/4/1999,0.0467,0.0563,0.0389,-0.0123,0.0077,0.0037,0.000111598,0.00921466,0.040697698,0.055785951,0.038544823,-0.012187695,0.007629695
31/5/1999,-0.0532,-0.0038,-0.0119,0.0255,-0.0041,0.0034,7.16384E-05,-0.018741523,-0.031723316,-0.003872578,-0.012127284,0.025987037,-0.004178308
30/6/1999,0.1047,0.0851,-0.0601,0.0879,-0.1049,0.004,0.000200612,0.005537877,0.102393359,0.084631322,-0.059769007,0.087415902,-0.104322276
31/7/1999,0.0994,-0.0354,0.0054,-0.0043,-0.0178,0.0038,0.000170673,0.046628314,0.053880689,-0.033822895,0.005159425,-0.004108431,-0.017006993
31/8/1999,0.028,0.0107,0.0004,-0.0082,-0.0135,0.0039,0.000118256,0.04384143,-0.011558146,0.010250599,0.0003832,-0.007855599,-0.012932999
30/9/1999,0.0682,-0.0331,-0.0389,0.0226,-0.0372,0.0039,0.00011243,0.034614846,0.036118593,-0.031992582,-0.037598533,0.021843878,-0.035955409
31/10/1999,0.0621,-0.0659,-0.0571,0.0193,-0.0407,0.0039,0.000105772,0.020012389,0.044979574,-0.064607058,-0.055979712,0.018921339,-0.039901476
30/11/1999,0.0724,-0.0716,-0.1425,0.0856,-0.1299,0.0036,0.000159859,0.022210316,0.052461096,-0.070044294,-0.139403798,0.083740106,-0.127077567
31/12/1999,0.0361,-0.0892,-0.0824,0.0449,-0.0892,0.0044,0.000153204,0.005583582,0.034569337,-0.08870471,-0.081942467,0.044650689,-0.08870471
31/1/2000,-0.0536,0.0272,0.0632,-0.0352,0.0463,0.0041,0.000159859,-0.044729331,-0.005153908,0.028473605,0.066159259,-0.036848195,0.048467938
29/2/2000,-0.0172,0.016,-0.0786,0.0239,-0.0676,0.0043,0.000159859,-0.025354553,0.012618688,0.016416226,-0.080644711,0.024521738,-0.069358555
31/3/2000,0.061,0.0152,0.0603,-0.0064,0.0612,0.0047,0.000213083,0.035950491,0.028504031,0.014672516,0.058207415,-0.006177901,0.059076182
30/4/2000,-0.0909,-0.03,0.0244,0.0243,0.019,0.0046,0.000198117,-0.007036307,-0.080023486,-0.030212585,0.024572902,0.024472194,0.019134637
31/5/2000,-0.0755,0.0645,0.1005,-0.0353,0.0711,0.005,0.000174832,-0.000609442,-0.07010801,0.064539333,0.100561286,-0.035321526,0.071143358
30/6/2000,0.0592,0.0406,0.0611,-0.0003,0.0217,0.004,0.000262953,0.014168212,0.048083848,0.040032807,0.060246416,-0.000295809,0.021396845
31/7/2000,-0.1228,0.004,0.0449,0.0121,-0.0148,0.0048,0.000243008,-0.041121495,-0.080418447,0.00417154,0.046825536,0.012618908,-0.015434698
31/8/2000,0.0646,-0.0007,-0.0351,-0.0655,0.0292,0.005,0.000390825,0.027063726,0.041024593,-0.000681555,-0.034175095,-0.063774037,0.028430563
30/9/2000,-0.0482,-0.0145,0.0605,-0.0023,-0.0036,0.0051,0.000414885,-0.009691181,-0.034150644,-0.014641897,0.061092054,-0.002322508,-0.00363523
31/10/2000,-0.0757,-0.0406,0.0796,-0.0161,0.0098,0.0056,0.000377548,-0.010416189,-0.060689581,-0.041027349,0.080437856,-0.016269466,0.009903153
30/11/2000,-0.0303,0.0285,0.0581,0.0092,0.002,0.0051,0.000382528,-0.021375006,-0.004291067,0.029122493,0.059369013,0.009400945,0.002043684
31/12/2000,-0.0989,0.0031,0.0779,-0.0318,0.0318,0.005,0.000390825,-0.028530297,-0.067680318,0.003191041,0.080187781,-0.032733908,0.032733908
31/1/2001,-0.0079,0.0022,-0.0579,0.0162,-0.002,0.0054,0.000301167,-0.009077941,0.006337035,0.002220154,-0.058430428,0.01634841,-0.002018322
28/2/2001,-0.0552,0.0611,0.0626,-0.0185,0.0146,0.0038,0.00018897,-0.006186364,-0.045684055,0.06148034,0.062989677,-0.01861516,0.014690883
31/3/2001,-0.0421,0.0102,0.0051,0.0213,-0.0086,0.0042,6.24785E-05,-0.057038687,0.020233887,0.010816987,0.005408493,0.022588413,-0.009120204
30/4/2001,0.087,0.0131,0.0471,-0.015,0.0373,0.0039,3.74923E-05,0.000689152,0.09011123,0.013090978,0.047067563,-0.01498967,0.037274312
31/5/2001,-0.0013,0.028,-0.0079,0.0106,-0.031,0.0032,1.66651E-05,0.023695896,-0.021308043,0.027351873,-0.007717136,0.010354638,-0.030282431
30/6/2001,-0.0534,0.025,0.0647,-0.0339,0.0141,0.0028,2.58297E-05,-0.034961954,-0.016230419,0.025905714,0.067043989,-0.035128149,0.014610823
31/7/2001,-0.0893,0.0008,0.0641,-0.0119,0.0207,0.003,4.24901E-05,-0.00247683,-0.084073792,0.000801986,0.064259159,-0.011929547,0.020751398
31/8/2001,-0.0271,0.0354,0.0824,-0.0413,0.0464,0.0031,3.16612E-05,0.047670866,-0.068441377,0.033789238,0.078650655,-0.039420777,0.044288718
30/9/2001,-0.0769,-0.0086,-0.0032,0.0186,-0.0319,0.0028,2.41635E-05,-0.00225498,-0.072031559,-0.008619437,-0.003207232,0.018642037,-0.031972096
31/10/2001,0.008,0.0216,-0.0454,0.0151,-0.0209,0.0022,2.83289E-05,-0.019610251,0.030378202,0.022032054,-0.046308114,0.015402038,-0.021318052
30/11/2001,-0.018,-0.0393,-0.032,0.0091,-0.0251,0.0017,3.83253E-05,-0.014603841,-0.001759622,-0.039882437,-0.032474249,0.009234864,-0.025471989
31/12/2001,-0.0823,-0.0326,0.0164,-0.0075,-0.004,0.0015,3.91582E-05,-0.059849807,-0.022323038,-0.034675311,0.017444021,-0.007977449,-0.004254639
31/1/2002,-0.0782,0.0229,0.0153,-0.0024,-0.0026,0.0014,1.99978E-05,-0.008013846,-0.069361847,0.023085,0.015423602,-0.002419389,-0.002621004
28/2/2002,0.0508,0.0111,0.0307,-0.0253,0.0202,0.0013,2.83289E-05,-0.01016684,0.062878071,0.011214011,0.031015328,-0.025559863,0.02040748
31/3/2002,0.0563,-0.0104,-0.0559,0.0325,-0.0249,0.0013,2.08309E-05,0.011184334,0.045881448,-0.010284969,-0.055281711,0.03214053,-0.02462459
30/4/2002,0.0521,0.0068,-0.0126,0.003,0.0119,0.0015,2.49966E-05,0.035969258,0.016993599,0.006563901,-0.012162523,0.002895839,0.011486827
31/5/2002,0.071,0.0211,0.0274,-0.0064,0.0151,0.0014,2.16641E-05,0.037395281,0.03372123,0.020339402,0.026412304,-0.006169297,0.014555686
30/6/2002,-0.0479,0.02,0.0161,0.0016,-0.0023,0.0013,2.33303E-05,0.033287333,-0.077337095,0.0193557,0.015581339,0.001548456,-0.002225906
31/7/2002,-0.0604,0.0418,0.0319,0.0006,0.016,0.0015,1.5832E-05,-0.006563915,-0.052697716,0.042076185,0.032110772,0.000603964,0.016105717
31/8/2002,-0.0142,-0.0093,0.018,-0.0082,0.0173,0.0014,5.83315E-06,0.019482445,-0.031671356,-0.009122276,0.017656018,-0.008043297,0.016969395
30/9/2002,-0.0494,0.002,0.0397,-0.0388,0.0358,0.0014,7.49969E-06,-0.038052557,-0.010348442,0.002079116,0.041270446,-0.040334844,0.03721617
31/10/2002,-0.0677,-0.0184,0.0126,0.0151,0.003,0.0014,1.41656E-05,-0.00130203,-0.065096875,-0.018423989,0.012616427,0.015119686,0.003003911
30/11/2002,0.0303,-0.0588,-0.009,0.0118,-0.0139,0.0012,1.41656E-05,0.005729017,0.025610016,-0.058465053,-0.008948733,0.011732783,-0.01382082
31/12/2002,-0.0242,0.0217,0.0123,-0.0047,0.0267,0.0011,1.41656E-05,0.01816591,-0.040543817,0.021312833,0.012080546,-0.004616144,0.026223624
31/1/2003,-0.0341,0.0406,0.0168,0.0049,0.0195,0.001,1.41656E-05,0.007979505,-0.040768472,0.040278597,0.016667006,0.00486121,0.019345631
28/2/2003,0.0146,0.0347,0.0583,-0.0052,0.0393,0.0009,1.66651E-05,0.011168677,0.004266817,0.034316728,0.057656058,-0.005142564,0.038865919
31/3/2003,-0.0293,0.0355,0.0183,0.0003,0.0114,0.001,2.24972E-05,-0.017728278,-0.010785021,0.036140713,0.018630283,0.000305414,0.01160575
30/4/2003,0.0109,0.0355,0.0014,0.0379,0.029,0.001,1.66651E-05,0.00146211,0.010405985,0.035448171,0.001397956,0.037844667,0.028957661
31/5/2003,0.0453,0.0185,-0.0219,0.0033,-0.0182,0.0009,1.41656E-05,0.012092001,0.033686327,0.018278971,-0.021638349,0.003260573,-0.017982555
30/6/2003,0.0712,0.0062,0.0194,-0.0047,0.0143,0.001,5.83315E-06,-0.012731143,0.086020524,0.006279951,0.019650169,-0.004760608,0.014484403
31/7/2003,0.0347,-0.0133,-0.0056,-0.0153,0.0128,0.0007,8.33295E-06,-0.004322347,0.039886454,-0.013357737,-0.00562431,-0.015366419,0.012855566
31/8/2003,0.0979,-0.0097,0.0243,-0.019,0.0409,0.0007,2.66628E-05,0.025268451,0.07149758,-0.009460937,0.02370111,-0.018531732,0.039891991
30/9/2003,0.0748,0.0277,-0.0168,0.003,-0.0299,0.0008,4.16571E-05,0.049505836,0.024821629,0.026393374,-0.016007534,0.002858488,-0.028489599
31/10/2003,0.0416,0.0356,-0.0284,-0.0024,-0.0028,0.0007,2.41635E-05,0.029227654,0.012676959,0.034589043,-0.027593507,-0.002331846,-0.002720487
30/11/2003,-0.0387,-0.0342,-0.002,-0.0005,-0.0165,0.0007,1.49988E-05,-0.005902539,-0.032303041,-0.034403065,-0.002011875,-0.000502969,-0.01659797
31/12/2003,0.0647,-0.0134,0.0279,-0.0087,0.0079,0.0008,1.66651E-05,0.020451044,0.044129457,-0.013131448,0.027340851,-0.008525642,0.007741675
31/1/2004,0.0198,0.0498,0.0024,0.0074,0.0051,0.0007,1.41656E-05,0.0107603,0.009621848,0.049269842,0.00237445,0.007321221,0.005045707
29/2/2004,-0.0008,-0.002,0.0231,-0.0006,-0.0294,0.0006,1.49988E-05,-0.032554105,0.033427806,-0.002067299,0.023877304,-0.00062019,-0.030389296
31/3/2004,0.1503,0.0821,0.0352,-0.0122,-0.0027,0.0009,1.66651E-05,0.033991125,0.11333912,0.079401068,0.034042845,-0.011798941,-0.002611241
